ts,door_id,mount_pos,sample_hz,ax,ay,az,gx,gy,gz,a_mag,w_mag,label
1761680297.397177,doorA,pos1,100,-0.294189,-0.936523,0.115967,-3.038,-1.366,-1.359,0.988469,3.597753,open
1761680297.407176,doorA,pos1,100,-0.293945,-0.941162,0.112305,-3.137,-1.336,-0.870,0.992372,3.519258,open
1761680297.417177,doorA,pos1,100,-0.297363,-0.932617,0.120850,-3.076,-1.695,-1.282,0.986308,3.739032,open
1761680297.427177,doorA,pos1,100,-0.292236,-0.934814,0.116211,-3.115,-1.519,-1.160,0.986299,3.654321,open
1761680297.437176,doorA,pos1,100,-0.292725,-0.941162,0.115234,-2.962,-1.588,-1.466,0.992347,3.666284,open
1761680297.447176,doorA,pos1,100,-0.292969,-0.938232,0.112549,-3.099,-1.649,-0.908,0.989332,3.626179,open
1761680297.457177,doorA,pos1,100,-0.284912,-0.938232,0.117188,-3.076,-1.580,-1.344,0.987516,3.710222,open
1761680297.467177,doorA,pos1,100,-0.293213,-0.937500,0.117432,-3.107,-1.519,-1.069,0.989278,3.619721,open
1761680297.477177,doorA,pos1,100,-0.295166,-0.922607,0.120850,-2.977,-1.366,-0.916,0.976182,3.401369,open
1761680297.487176,doorA,pos1,100,-0.305908,-0.938965,0.120361,-3.221,-1.573,-1.107,0.994848,3.751697,open
1761680297.497176,doorA,pos1,100,-0.295166,-0.937012,0.113037,-3.008,-1.641,-0.939,0.988884,3.552613,open
1761680297.507177,doorA,pos1,100,-0.294434,-0.925537,0.109863,-3.069,-1.443,-1.252,0.977435,3.614655,open
1761680297.517177,doorA,pos1,100,-0.290771,-0.939697,0.108887,-2.977,-1.443,-0.992,0.989664,3.453901,open
1761680297.527177,doorA,pos1,100,-0.297607,-0.948486,0.123535,-3.076,-1.504,-1.519,1.001727,3.746054,open
1761680297.537176,doorA,pos1,100,-0.296143,-0.937256,0.109863,-3.061,-1.435,-0.885,0.989049,3.494825,open
1761680297.547176,doorA,pos1,100,-0.295410,-0.935791,0.110596,-3.038,-1.580,-1.382,0.987524,3.692748,open
1761680297.557177,doorA,pos1,100,-0.288330,-0.935547,0.115479,-2.969,-1.412,-0.908,0.985757,3.411343,open
1761680297.567178,doorA,pos1,100,-0.294189,-0.937744,0.117432,-3.076,-1.672,-1.427,0.989799,3.781046,open
1761680297.577177,doorA,pos1,100,-0.294678,-0.936279,0.120361,-3.053,-1.588,-1.008,0.988909,3.586064,open
1761680297.587178,doorA,pos1,100,-0.296631,-0.934326,0.117920,-2.992,-1.389,-1.282,0.987350,3.539648,open
1761680297.597177,doorA,pos1,100,-0.298096,-0.937012,0.122559,-2.977,-1.527,-0.985,0.990895,3.487648,open
1761680297.607177,doorA,pos1,100,-0.297852,-0.934082,0.106201,-3.076,-1.344,-1.336,0.986156,3.612954,open
1761680297.617177,doorA,pos1,100,-0.289551,-0.935791,0.114746,-3.191,-1.626,-1.099,0.986261,3.746132,open
1761680297.627178,doorA,pos1,100,-0.287109,-0.933350,0.109131,-3.031,-1.573,-1.076,0.982590,3.579868,open
1761680297.637177,doorA,pos1,100,-0.308105,-0.924561,0.116211,-3.031,-1.389,-1.183,0.981451,3.537556,open
1761680297.647175,doorA,pos1,100,-0.292725,-0.939209,0.106689,-3.084,-1.382,-1.183,0.989537,3.580486,open
1761680297.657176,doorA,pos1,100,-0.294678,-0.951904,0.117432,-3.046,-1.458,-1.191,1.003368,3.580617,open
