ts,door_id,mount_pos,sample_hz,ax,ay,az,gx,gy,gz,a_mag,w_mag,label
1761680762.682640,doorA,pos1,100,-0.021484,-1.004395,0.087891,-2.908,-1.809,-1.305,1.008462,3.665482,open
1761680762.692640,doorA,pos1,100,-0.026123,-1.003418,0.022217,-3.061,-1.420,-1.061,1.004004,3.537227,open
1761680762.702640,doorA,pos1,100,-0.030762,-0.990967,0.069580,-2.840,-1.595,-1.282,0.993883,3.500556,open
1761680762.712641,doorA,pos1,100,-0.023193,-1.004639,0.093750,-3.290,-1.519,-0.664,1.009270,3.684193,open
1761680762.722645,doorA,pos1,100,-0.049805,-0.999512,0.033203,-3.015,-0.603,-1.397,1.001302,3.377421,open
1761680762.732641,doorA,pos1,100,-0.033447,-1.004883,0.052734,-3.366,-1.504,-0.863,1.006821,3.786590,open
1761680762.742640,doorA,pos1,100,-0.051025,-1.006592,0.011963,-3.420,-1.481,-1.427,1.007955,3.990761,open
1761680762.752640,doorA,pos1,100,-0.040527,-1.003174,0.062012,-3.511,-1.344,-0.985,1.005905,3.886516,open
1761680762.762636,doorA,pos1,100,-0.037598,-1.009277,-0.016602,-2.924,-0.947,-1.359,1.010114,3.360071,open
1761680762.772640,doorA,pos1,100,-0.030518,-0.994629,0.211914,-2.435,-1.221,-1.084,1.017411,2.931983,open
1761680762.782640,doorA,pos1,100,-0.026855,-0.986328,0.002197,-2.511,-0.534,-1.450,0.986696,2.948986,open
1761680762.792641,doorA,pos1,100,-0.025635,-0.990723,0.083984,-2.947,-1.786,-0.985,0.994606,3.583667,open
1761680762.802640,doorA,pos1,100,-0.059570,-1.018555,0.017822,-3.183,-2.611,-1.244,1.020451,4.300780,open
1761680762.812641,doorA,pos1,100,-0.032227,-1.001953,0.090332,-3.771,-1.588,-0.855,1.006533,4.180001,open
1761680762.822633,doorA,pos1,100,-0.066895,-1.023926,-0.211182,-4.061,-2.244,-1.130,1.047615,4.775503,open
1761680762.832660,doorA,pos1,100,-0.080566,-1.040771,-0.203857,-3.824,-0.855,-1.160,1.063604,4.086993,open
1761680762.842643,doorA,pos1,100,-0.075439,-1.014160,-0.197510,-3.191,0.802,-1.344,1.035964,3.553720,open
1761680762.852642,doorA,pos1,100,-0.039062,-1.014893,-0.073242,-3.214,3.000,-1.664,1.018282,4.700790,open
1761680762.862642,doorA,pos1,100,-0.046387,-1.028564,-0.188232,-2.206,3.649,-1.641,1.046675,4.568879,open
1761680762.872639,doorA,pos1,100,-0.057129,-1.023682,-0.139404,-2.939,4.870,-1.931,1.034708,6.007192,open
1761680762.882639,doorA,pos1,100,-0.046143,-1.000000,-0.069336,-2.153,6.183,-1.695,1.003462,6.762980,open
1761680762.892660,doorA,pos1,100,-0.047607,-1.023926,-0.101807,-2.588,7.466,-2.275,1.030075,8.222366,open
1761680762.902647,doorA,pos1,100,-0.066650,-1.027100,-0.048828,-2.817,8.595,-2.015,1.030417,9.266977,open
1761680762.912643,doorA,pos1,100,-0.054443,-1.008545,-0.089111,-2.771,9.351,-2.466,1.013937,10.059907,open
1761680762.922642,doorA,pos1,100,-0.056152,-1.002930,-0.082764,-2.221,9.969,-3.847,1.007904,10.914517,open
1761680762.932642,doorA,pos1,100,-0.055664,-1.009033,-0.017334,-1.885,9.992,-2.710,1.010716,10.523601,open
1761680762.942641,doorA,pos1,100,-0.039551,-1.014648,0.027100,-1.710,11.092,-2.344,1.015781,11.464709,open
1761680762.952641,doorA,pos1,100,-0.031738,-1.002930,0.014404,-1.977,11.115,-2.756,1.003535,11.620462,open
1761680762.962641,doorA,pos1,100,-0.048828,-1.003174,0.007324,-2.176,9.771,-2.084,1.004388,10.224888,open
1761680762.972641,doorA,pos1,100,-0.048340,-1.013184,-0.005615,-2.137,11.748,-2.802,1.014352,12.265183,open
1761680762.982639,doorA,pos1,100,-0.050049,-1.014648,0.023926,-2.260,12.130,-2.550,1.016164,12.599104,open
1761680762.992640,doorA,pos1,100,-0.047119,-0.993652,0.037598,-2.046,12.237,-2.679,0.995479,12.692510,open
1761680763.002640,doorA,pos1,100,-0.050537,-1.001221,0.054199,-3.908,12.191,-2.420,1.003959,13.028730,open
1761680763.012641,doorA,pos1,100,-0.059814,-1.004639,0.020996,-1.840,12.214,-2.618,1.006637,12.625987,open
1761680763.022640,doorA,pos1,100,-0.050781,-1.010498,0.039551,-1.794,12.084,-2.603,1.012546,12.490647,open
1761680763.032640,doorA,pos1,100,-0.038330,-1.000732,0.077881,-2.000,12.107,-2.817,1.004490,12.590101,open
1761680763.042640,doorA,pos1,100,-0.044189,-0.999268,0.063477,-2.160,12.374,-2.405,1.002256,12.789290,open
1761680763.052641,doorA,pos1,100,-0.037354,-1.001709,0.045410,-2.237,12.534,-2.664,1.003433,13.008077,open
1761680763.062640,doorA,pos1,100,-0.045166,-1.006348,0.015137,-2.046,12.206,-2.550,1.007474,12.636253,open
1761680763.072641,doorA,pos1,100,-0.031982,-1.003662,0.019043,-2.099,12.496,-2.588,1.004352,12.932827,open
1761680763.082639,doorA,pos1,100,-0.058350,-0.989990,0.029053,-1.847,12.809,-2.794,0.992134,13.239828,open
1761680763.092641,doorA,pos1,100,-0.031738,-1.011719,0.004395,-1.740,13.160,-2.534,1.012226,13.514650,open
1761680763.102641,doorA,pos1,100,-0.058105,-1.010498,-0.042969,-1.679,13.588,-2.824,1.013079,13.979473,open
1761680763.112642,doorA,pos1,100,-0.058594,-1.008301,-0.045410,-1.878,13.969,-2.702,1.011022,14.351819,open
1761680763.122640,doorA,pos1,100,-0.050781,-1.007568,-0.044189,-2.122,14.954,-3.321,1.009815,15.464733,open
1761680763.132640,doorA,pos1,100,-0.063477,-1.013916,-0.073242,-2.069,15.733,-2.802,1.018538,16.113654,open
1761680763.142632,doorA,pos1,100,-0.067627,-1.015381,-0.086182,-1.885,16.550,-3.450,1.021273,17.010294,open
1761680763.152643,doorA,pos1,100,-0.066650,-1.010742,-0.099609,-1.389,15.710,-2.901,1.017823,16.035782,open
1761680763.162642,doorA,pos1,100,-0.064941,-1.013184,-0.104980,-1.313,18.573,-3.534,1.020676,18.951359,open
1761680763.172642,doorA,pos1,100,-0.069336,-1.013672,-0.116455,-1.305,19.427,-3.252,1.022692,19.740969,open
1761680763.182641,doorA,pos1,100,-0.077148,-1.018066,-0.116455,-1.160,20.481,-3.908,1.027605,20.882763,open
1761680763.192640,doorA,pos1,100,-0.075684,-1.014160,-0.124756,-1.176,21.710,-3.412,1.024604,22.007861,open
1761680763.202640,doorA,pos1,100,-0.072510,-1.012695,-0.113037,-1.176,23.038,-4.107,1.021561,23.430867,open
1761680763.212647,doorA,pos1,100,-0.093262,-1.020020,-0.118164,-1.015,24.252,-3.794,1.031068,24.567854,open
1761680763.222644,doorA,pos1,100,-0.064941,-1.026855,-0.121338,-0.969,25.458,-4.076,1.036037,25.800522,open
1761680763.232641,doorA,pos1,100,-0.081543,-1.010742,-0.122314,-0.595,26.534,-4.191,1.021376,26.869861,open
1761680763.242641,doorA,pos1,100,-0.075195,-1.012207,-0.095215,-0.534,29.298,-4.664,1.019452,29.671457,open
1761680763.252643,doorA,pos1,100,-0.080566,-1.021484,-0.113037,-0.420,28.763,-4.321,1.030873,29.089083,open
1761680763.262642,doorA,pos1,100,-0.083984,-1.021240,-0.109619,-0.504,29.641,-4.496,1.030534,29.984521,open
1761680763.272645,doorA,pos1,100,-0.083984,-1.015869,-0.134521,-0.763,30.573,-4.656,1.028173,30.934520,open
1761680763.282641,doorA,pos1,100,-0.088623,-1.016357,-0.110352,-0.687,31.817,-4.786,1.026165,32.182117,open
1761680763.292640,doorA,pos1,100,-0.092285,-1.017578,-0.107910,-0.298,32.992,-5.130,1.027437,33.390110,open
1761680763.302640,doorA,pos1,100,-0.094727,-1.010986,-0.124756,-0.092,34.313,-5.061,1.023050,34.684337,open
1761680763.312642,doorA,pos1,100,-0.088623,-1.017090,-0.109131,0.145,35.557,-5.237,1.026760,35.941085,open
1761680763.322642,doorA,pos1,100,-0.079834,-1.015137,-0.099365,0.290,36.122,-5.183,1.023108,36.493268,open
1761680763.332640,doorA,pos1,100,-0.095703,-1.010986,-0.077148,0.290,37.618,-5.840,1.018432,38.069991,open
1761680763.342640,doorA,pos1,100,-0.093750,-1.012939,-0.068848,0.198,38.397,-5.183,1.019596,38.745716,open
1761680763.352640,doorA,pos1,100,-0.100586,-1.010498,-0.051514,0.252,39.382,-5.733,1.016798,39.797555,open
1761680763.362640,doorA,pos1,100,-0.106445,-1.009766,-0.031494,0.237,39.840,-5.397,1.015849,40.204282,open
1761680763.372642,doorA,pos1,100,-0.085449,-1.003662,-0.044189,0.237,40.328,-5.992,1.008262,40.771703,open
1761680763.382639,doorA,pos1,100,-0.093018,-1.002930,-0.029785,0.435,40.893,-5.695,1.007674,41.290029,open
1761680763.392639,doorA,pos1,100,-0.097656,-1.007812,-0.020020,0.412,41.702,-6.031,1.012731,42.138086,open
1761680763.402639,doorA,pos1,100,-0.092529,-0.999756,0.009277,0.710,42.206,-5.710,1.004071,42.596510,open
1761680763.412641,doorA,pos1,100,-0.096680,-1.009521,-0.001221,0.481,42.641,-6.282,1.014141,43.104224,open
1761680763.422641,doorA,pos1,100,-0.103516,-1.003662,0.004150,0.542,42.817,-5.939,1.008995,43.230111,open
